time,over $1K,over $10K,over $100K,over $1M,over $10M
2014-03-20,210086,11632280.56283770,7673752.74172527,4637876.24902563,1755298.17462283
2014-03-21,208704,11626174.84462030,7654925.77825043,4636630.86532121,1757171.35108091
2014-03-22,208273,11627865.77944490,7656543.13642339,4636827.88481755,1773300.35145938
2014-03-23,208200,11627902.69619010,7650185.42971672,4629309.44108417,1775144.36468577
2014-03-24,210854,11645989.71922130,7680745.62381761,4651645.57229721,1793312.4213644
2014-03-25,210980,11646628.72110120,7678828.9242313,4637643.61221181,1773731.53591559
2014-03-26,210874,11646431.42166570,7676604.47620851,4640773.6052724,1776708.63114422
2014-03-27,192145,11524400.6862719,7423732.45690956,4232255.54705328,1648175.42325212
2014-03-28,194708,11542496.79874190,7454165.7580441,4321735.55370029,1663055.73252713
2014-03-29,193176,11536692.16815660,7435285.38321208,4290616.1439299,1664173.37539863
2014-03-30,189943,11510310.16252690,7377666.74434096,4137505.23330542,1599401.62052401
2014-03-31,189580,11509304.31916250,7378252.52302911,4140184.04673848,1604647.97872489
2014-04-01,192640,11535369.76509840,7423218.57089207,4230010.0319151,1650555.28176501
2014-04-02,187975,11499503.83174020,7347447.62894023,4108490.77438119,1594571.23844696
2014-04-03,189647,11511924.61613650,7368068.74694382,4116965.94884549,1571231.42852184
2014-04-04,189764,11515753.71868340,7372347.32892303,4118694.43535707,1570248.31458877
2014-04-05,191479,11530396.31499910,7394316.48928215,4145182.61712985,1607923.54941075
2014-04-06,191300,11529237.98503440,7393106.66126356,4149519.34897833,1590334.0682738
2014-04-07,190584,11517821.68684500,7372058.6855036,4115155.27737694,1568617.53955633
2014-04-08,191143,11524948.94876440,7381666.2613865,4131940.10246363,1591381.25801079
2014-04-09,190015,11520323.64137830,7369061.82500271,4122438.15486786,1568459.00984019
2014-04-10,180210,11357918.09016820,7181270.62874697,3890437.05481734,1472071.21979841
2014-04-11,187473,11507676.28716210,7343914.96938259,4101068.84713499,1547886.57160229
2014-04-12,187675,11513720.61232640,7350680.51784453,4109419.06137923,1547886.57160229
2014-04-13,187042,11505288.86495110,7335190.91103854,4087558.41679797,1547886.57160229
2014-04-14,192594,11556837.70096560,7423327.16728852,4196419.35143616,1614821.88514017
2014-04-15,209775,11669685.8638547,7632308.51084187,4615687.14977285,1776681.48330969
2014-04-16,210903,11682698.39672820,7652277.62054069,4638145.64287015,1796757.11387418
2014-04-17,199374,11606084.08523530,7498037.27849179,4414739.58665344,1694481.428563
2014-04-18,196444,11589519.46102990,7461714.54562171,4300993.16533269,1654893.4046137
2014-04-19,208557,11669082.0747057,7610697.05129811,4589094.36412975,1735742.76715951
2014-04-20,208163,11670061.01078890,7609280.44448619,4578094.24321826,1736242.76715951
2014-04-21,199367,11612132.55109360,7499303.86509579,4407181.27558108,1676238.16748502
2014-04-22,197834,11605218.00052650,7484522.9206685,4367913.76335582,1651393.4046137
2014-04-23,198318,11607991.57734600,7481469.84872879,4359248.20865191,1693874.63602306
2014-04-24,209513,11680826.74880250,7616159.50542612,4573537.51486056,1755399.78529031
2014-04-25,195089,11593717.34892830,7452700.92230489,4228408.42826046,1653318.51589094
2014-04-26,194408,11591814.64732220,7441436.07665122,4206958.34124318,1631574.51385764
2014-04-27,192134,11574422.12358960,7406396.04851074,4165065.8109694,1609383.21790778
2014-04-28,192606,11578324.10176000,7415296.50227189,4171643.95505574,1607883.21760778
2014-04-29,193579,11586282.82656170,7423545.21018042,4179259.51144011,1611883.21860778
2014-04-30,194069,11588621.48341280,7424700.02650118,4177486.41654879,1612521.15560613
2014-05-01,195690,11604017.95733570,7449840.05065123,4215060.94361624,1658535.65843149
2014-05-02,195004,11595640.6184161,7433206.7602157,4179801.55935378,1629791.65033749
2014-05-03,193439,11588384.3402352,7412345.41524625,4162861.91684786,1607600.35438763
2014-05-04,193500,11588032.42383480,7409065.80285504,4152611.78093206,1609662.76570064
2014-05-05,193116,11581779.83062730,7400246.08928976,4141472.93318451,1588531.79558956
2014-05-06,193117,11583592.61963940,7397834.20209626,4144554.73675196,1588531.79558956
2014-05-07,194414,11600896.19211410,7425668.19059503,4171361.21914928,1612031.80508358
2014-05-08,194243,11603355.65004970,7421682.48806997,4164449.22214066,1611031.80598358
2014-05-09,195983,11617674.70410810,7440976.19211007,4183311.91223693,1633123.10193344
2014-05-10,196786,11627110.55580020,7454008.08475513,4208525.33093364,1634123.10193344
2014-05-11,194653,11610646.76038080,7424277.113976,4170958.99971501,1611931.80598358
2014-05-12,195250,11613503.67367130,7427044.67001445,4181284.27980119,1611931.80618358
2014-05-13,195010,11616092.47722980,7426787.28203578,4178370.68931263,1612136.51041703
2014-05-14,196016,11623437.96304630,7436939.88513178,4184662.65606597,1613636.51041703
2014-05-15,196240,11631348.57024990,7441960.10848405,4194458.1066634,1615072.89862548
2014-05-16,196529,11637594.61780000,7447846.05460291,4196400.84121511,1616979.58260982
2014-05-17,196939,11639696.74090020,7446764.87019186,4198507.72978309,1616979.58260982
2014-05-18,196682,11641485.14165940,7447866.46655594,4200642.12857737,1617479.58270982
2014-05-19,196702,11647169.09357470,7451398.7516005,4201346.6363912,1619056.42663697
2014-05-20,202581,11693192.28195710,7527427.7583967,4410350.67446796,1727038.69006885
2014-05-21,203438,11698157.82131300,7534795.25631164,4413929.29159804,1727538.69006885
2014-05-22,217247,11791478.93756160,7699800.46562886,4678333.5667705,1807672.32526103
2014-05-23,217052,11789118.08868600,7688290.96349452,4663082.67870281,1808336.64602563
2014-05-24,217652,11798459.23324380,7697926.35849239,4683099.8688188,1876927.3748281
2014-05-25,222411,11832566.4874273,7768764.01339384,4777807.92735657,1894951.50053263
2014-05-26,223475,11842869.21714030,7785559.54171913,4790921.59779065,1894951.50073263
2014-05-27,222556,11838613.73250030,7776595.76696615,4785929.2871788,1896951.50073263
2014-05-28,223095,11847271.56994630,7778785.37609745,4795629.7222389,1898174.69401468
2014-05-29,222171,11844825.84571800,7772309.60889084,4780389.35686393,1897966.84985967
2014-05-30,227413,11877411.70730560,7831522.9271225,4821100.26269482,1894965.84935967
2014-05-31,228292,11888675.15953260,7847033.92265173,4839175.96316124,1896343.44093096
2014-06-01,228792,11893146.56397910,7848844.14208909,4846432.9607275,1898642.32355783
2014-06-02,232040,11913914.95237120,7882992.99880524,4876578.77728604,1913162.61544165
2014-06-03,234411,11939808.70513180,7924951.22215247,4927855.76472093,1944106.28488432
2014-06-04,230463,11910505.80112960,7869908.71456495,4870637.40629444,1920396.91846692
2014-06-05,232253,11922349.42760000,7887510.1237089,4885520.23426696,1951852.19144724
2014-06-06,231103,11920438.19537720,7881445.09437139,4877656.15574815,1927016.31487864
2014-06-07,232123,11925409.54009930,7885667.83792765,4891670.59453075,1913957.58231205
2014-06-08,231977,11930545.18522900,7894496.15797536,4889556.40860138,1914957.58231205
2014-06-09,231457,11927653.64376430,7882071.80283622,4881511.78323674,1915457.58241205
2014-06-10,231748,11933601.65609860,7892950.14689062,4891781.81179744,1935128.07456131
2014-06-11,230650,11924175.61120630,7876325.14727918,4874848.00807229,1940750.28839984
2014-06-12,227069,11903085.28226060,7832814.36409384,4831260.75154928,1941534.94397251
2014-06-13,227136,11911908.82902110,7845405.73933778,4845715.12300998,1938997.44158665
2014-06-14,224982,11900545.67976560,7826777.9958863,4831280.01688822,1940418.07221032
2014-06-15,226805,11914563.06899260,7842992.44087932,4850890.78008387,1939986.96063241
2014-06-16,226758,11920009.74100340,7851444.53631709,4855659.63912626,1941302.44534093
2014-06-17,228653,11933019.04994770,7870953.85530076,4876803.63468429,1942038.52144912
2014-06-18,228821,11934285.41685670,7873941.7175214,4882017.72052402,1943528.87292396
2014-06-19,227585,11933380.74130090,7866750.5080248,4876342.76681726,1944064.13448944
2014-06-20,227332,11934607.45062690,7865227.97659502,4877140.39365594,1962877.50276265
2014-06-21,227750,11939045.22639410,7869691.33084433,4874163.92462494,1964676.25710813
2014-06-22,228733,11945187.20025070,7875718.87165539,4880515.08825997,1965285.46910124
2014-06-23,228248,11941757.07570290,7862185.94741678,4862877.25853698,1942060.55526881
2014-06-24,227372,11937316.83753960,7847482.20498983,4847745.94635757,1881477.02488729
2014-06-25,225797,11930334.1121384,7829056.80805592,4814712.74523707,1883283.0109635
2014-06-26,227912,11943980.54540570,7851854.69619023,4839562.63347038,1883782.37428836
2014-06-27,230071,11962994.88111840,7877662.71002281,4854150.28985483,1883277.17997496
2014-06-28,229650,11963926.53477860,7875445.26868995,4849402.63577024,1883277.17997496
2014-06-29,230226,11971075.06127920,7888404.11259006,4855986.15042103,1883281.05064567
2014-06-30,234199,11997551.77976230,7927832.30170004,4908366.69191601,1900161.49694185
2014-07-01,234257,12003377.13182600,7936727.50112627,4913584.71727698,1931172.60387451
2014-07-02,235160,12011298.97274220,7945021.61996408,4919519.0286171,1931554.42455915
2014-07-03,234638,12013196.42867730,7943560.33955987,4915115.44921604,1918384.67543182
2014-07-04,233317,12007895.7034681,7933857.46340082,4902323.50144091,1920332.76645006
2014-07-05,233362,12010850.00303830,7935335.02468153,4905027.44324678,1921111.45533849
2014-07-06,233893,12015143.66033770,7940457.97334082,4906617.07873074,1922020.97716691
2014-07-07,232848,12007357.48550700,7931076.9226011,4881048.30693268,1894350.62172429
2014-07-08,233050,12012281.0754817,7937768.65680841,4881060.99073751,1892872.45780237
2014-07-09,233113,12014133.78762380,7933312.81356482,4881087.98326541,1875984.48675317
2014-07-10,232649,12014637.80587900,7931392.46808349,4884911.75381576,1876087.1600234
2014-07-11,234985,12030897.79412420,7952133.83995314,4908660.8584868,1876087.1600234
2014-07-12,235403,12035451.24572560,7954357.47491211,4914302.18721973,1877202.27082929
2014-07-13,234829,12034932.76518400,7953661.22574401,4911842.11393592,1878031.20051818
2014-07-14,233998,12025284.97551570,7941189.99674224,4895387.86054652,1879241.96495388
2014-07-15,234430,12029596.80409630,7944936.94521623,4890506.49683037,1878426.97503527
2014-07-16,233712,12031099.94144380,7944153.12067615,4888080.94140218,1882861.86163184
2014-07-17,234765,12037962.31395690,7950301.37142665,4895417.38614652,1883080.80351713
2014-07-18,235771,12049703.7930996,7967077.93578144,4929843.01811822,1883080.80351713
2014-07-19,235506,12053626.38250690,7969618.51967556,4934195.42570186,1883543.81263886
2014-07-20,235433,12053709.69788720,7963339.54875346,4921567.92815984,1883543.81263886
2014-07-21,235101,12049044.63221740,7954209.76568982,4892085.89776217,1865542.70481386
2014-07-22,234331,12054209.18410980,7962375.0118089,4906073.30520819,1868449.25603687
2014-07-23,234263,12056850.49525540,7969965.60750401,4902760.95303826,1868449.25609147
2014-07-24,232804,12052533.30677540,7948230.65706996,4891900.55007126,1868449.25624607
2014-07-25,232535,12056266.36059160,7952467.88856404,4893987.48478399,1869153.01946334
2014-07-26,232127,12055173.9959705,7945900.83103108,4888046.18920723,1869898.81376801
2014-07-27,231940,12056943.30969720,7946649.77648521,4892361.79964535,1869898.81376801
2014-07-28,231577,12053592.32695530,7938625.41940232,4877202.66555662,1871881.24673935
2014-07-29,231405,12054783.61741220,7935653.55264197,4869838.34652137,1872736.54101292
2014-07-30,229340,12045687.48196850,7913699.09663712,4849752.72822037,1873613.93700156
2014-07-31,231304,12061149.66420920,7939892.41084334,4873207.3521383,1873613.93700156
2014-08-01,232750,12076167.66825500,7958727.75099476,4890319.1676139,1874154.30244692
2014-08-02,232195,12076199.87543720,7953630.4270905,4887572.6835312,1874129.61627628
2014-08-03,232106,12072456.39345740,7948471.31397391,4873887.86998007,1874129.61627628
2014-08-04,231811,12077140.59470280,7960317.53383473,4883380.96971942,1874129.61627628
2014-08-05,231524,12076404.15935380,7956936.32368554,4829908.49263575,1896678.88468177
2014-08-06,231081,12083486.77259260,7965037.39118298,4837442.55861943,1898411.9360846
2014-08-07,231438,12090648.77884200,7975865.24071398,4850213.91964856,1900201.10887737
2014-08-08,232135,12097530.81543000,7985258.0995979,4866263.56584717,1900787.43894115
2014-08-09,232193,12100654.51996700,7987422.50261522,4866537.72453024,1901136.39813531
2014-08-10,232350,12103558.27830950,7991800.90113469,4865927.46418847,1900179.31651378
2014-08-11,230902,12095133.50789160,7974447.32753502,4857537.42258093,1900469.94431147
2014-08-12,230360,12095861.71695540,7966916.152113,4854482.22605853,1900302.43605069
2014-08-13,228240,12084906.44445050,7941441.50703658,4807616.49180403,1886242.2324404
2014-08-14,223293,12058221.46626200,7872020.98100091,4739637.79946568,1854348.93402568
2014-08-15,222240,12055954.32634770,7866419.85857533,4736043.72706375,1855699.86997641
2014-08-16,225307,12076983.51952270,7906149.14725399,4779193.07717813,1897092.24680526
2014-08-17,212810,11999508.38080660,7762979.13092997,4455438.15702249,1841127.01321131
2014-08-18,208237,11972051.68071900,7715829.44693663,4379123.99054772,1785131.04356771
2014-08-19,211293,11992573.37438230,7741047.84763884,4447363.06712798,1829742.18618553
2014-08-20,225844,12081954.00688780,7897246.41351139,4767788.16883296,1890395.25579842
2014-08-21,226722,12086058.66170320,7906794.80872493,4782264.53480672,1903601.57982651
2014-08-22,226497,12086734.32675420,7903529.44994277,4778289.30937002,1906582.75700843
2014-08-23,213890,12011929.45404490,7764758.02996158,4476638.63944156,1868183.82638493
2014-08-24,225857,12087331.53370370,7893810.19983169,4770403.21785698,1888577.05497741
2014-08-25,224649,12084177.45211730,7878548.98429001,4753232.18917008,1887299.21935821
2014-08-26,226417,12095555.10993830,7899112.95604836,4779983.61207684,1886818.96782825
2014-08-27,225864,12100702.77076590,7902325.87731942,4789584.09992916,1887022.76852848
2014-08-28,225630,12099645.61289560,7900405.8372232,4786751.10222712,1916131.55215968
2014-08-29,224489,12105556.38525620,7941975.50622406,4795552.97976773,1919858.21939732
2014-08-30,223231,12103247.33992010,7929352.49970652,4787756.3242977,1932145.32927639
2014-08-31,210120,12022797.94418860,7791062.45263162,4476523.40013223,1850298.67879347
2014-09-01,209566,12016432.8010994,7784123.13155396,4427701.12990345,1831042.08504634
2014-09-02,209490,12020009.84189650,7789459.61825218,4437928.02020518,1833802.74303165
2014-09-03,209396,12024059.28325100,7795032.79414575,4445789.25164204,1833959.0773342
2014-09-04,212067,12044234.77733430,7817633.45837633,4521362.71351076,1874930.34911215
2014-09-05,210569,12038889.40598660,7813030.43756127,4502061.55310936,1833930.31488228
2014-09-06,210643,12044496.25471090,7818684.34655463,4515167.18520277,1875993.9084158
2014-09-07,210482,12045416.01771270,7818229.57032038,4507405.17756366,1834262.00885724
2014-09-08,209358,12033792.51465640,7799827.17732011,4453380.38572662,1834262.00955724
2014-09-09,209859,12043039.8110403,7810453.53759546,4471930.04086598,1835125.61834126
2014-09-10,210950,12053226.01532240,7819884.81380959,4513308.08600598,1835330.72030362
2014-09-11,210877,12057251.55319730,7823868.56534012,4514103.22546393,1835133.73986903
2014-09-12,210491,12050410.66307690,7812900.0378522,4467540.04325777,1837233.85272552
2014-09-13,211331,12062898.46021050,7827021.26269648,4515166.79306728,1837233.85282552
2014-09-14,210914,12058778.76805980,7823467.12605466,4476592.42608709,1837233.8549314
2014-09-15,210631,12059919.66616400,7820176.44199664,4474928.67689279,1837461.66648268
2014-09-16,209717,12056062.87422100,7806883.10059125,4453014.80202904,1838277.24186613
2014-09-17,208644,12052155.05545080,7799320.29412216,4433201.46440191,1815523.18879889
2014-09-18,204646,12021459.51041330,7747257.34967787,4359964.57600239,1794118.16662379
2014-09-19,199157,11919840.39182340,7632060.0356244,4250843.88958643,1698612.03636072
2014-09-20,202617,12009819.99126710,7727574.22322428,4331481.39117904,1725743.23523082
2014-09-21,201263,11999782.90542990,7717386.29800847,4321066.15275944,1727486.22666015
2014-09-22,201306,12003909.10500970,7724361.9925195,4322182.26540602,1729306.07668541
2014-09-23,206768,12051221.0204291,7787365.87486066,4390424.00588767,1826666.60547293
2014-09-24,204886,12037696.03262270,7760281.50097621,4361045.58194721,1782306.66588921
2014-09-25,203090,12021476.49920240,7742828.91274931,4328183.1045001,1734286.66016972
2014-09-26,202445,12019019.70223990,7737211.23907006,4333611.68732959,1734286.66016972
2014-09-27,201767,12016944.81732810,7735094.51674183,4330133.3915542,1734286.66016972
2014-09-28,197239,11923805.32483590,7619089.81013168,4215096.09280701,1658613.74304435
2014-09-29,196642,11924413.50293170,7620131.65755559,4217240.06257859,1659913.52935339
2014-09-30,199022,11948950.88489520,7653105.84635073,4253461.71643499,1686080.58040242
2014-10-01,198336,11941171.1609516,7636627.9547334,4236667.38848747,1686080.58040242
2014-10-02,197049,11930564.10017160,7620037.72796353,4224737.27774997,1660053.5294534
2014-10-03,195035,11912283.64734390,7593808.80742026,4179388.65112227,1662261.20605804
2014-10-04,185504,11846224.50634360,7404306.53023865,4033124.78308076,1606182.97006795
2014-10-05,184418,11841412.13033380,7397178.50488221,4046890.12660341,1548133.50033522
2014-10-06,185176,11848516.41752010,7414659.35307499,4081516.99372322,1582724.77339395
2014-10-07,191165,11888145.45242990,7561100.41490712,4175953.41279654,1610977.89978409
2014-10-08,194696,11918946.10297350,7604129.76225422,4205136.29534216,1679279.59243339
2014-10-09,196002,11932889.30572680,7617321.52860951,4226536.33414832,1681464.74704898
2014-10-10,195839,11932000.18228410,7615528.77420394,4218145.12866644,1678458.7861141
2014-10-11,196306,11937081.35370230,7621579.77425058,4233996.76566702,1684612.31488531
2014-10-12,198847,11961381.45008230,7659193.44891977,4285905.89809517,1713381.54057819
2014-10-13,200885,11983076.19939270,7684139.1032793,4289351.75664402,1731021.83221362
2014-10-14,203563,12060529.8505062,7771423.62330837,4387049.24179281,1730402.8856518
2014-10-15,201881,11988433.5355596,7685906.96765814,4292377.61027093,1757534.00203117
2014-10-16,200182,11974847.78608610,7665047.32537899,4280106.46729867,1699275.12657979
2014-10-17,200393,11977174.56582320,7667278.27554944,4277506.88304857,1695150.83563011
2014-10-18,201770,11993341.59797020,7684995.76626109,4295462.87595753,1717086.50644356
2014-10-19,201506,11992781.17183570,7684747.68353054,4293674.57049453,1724439.61087843
2014-10-20,200534,11982219.78657490,7672446.57748851,4271585.5842064,1717479.0868307
2014-10-21,201530,11991323.06434750,7684352.09541675,4279221.3307284,1743734.58928596
2014-10-22,200963,11984290.45238100,7669741.73445416,4263491.30830223,1722421.93831255
2014-10-23,197805,11954098.34673570,7628465.77188201,4207050.36500808,1695687.47165178
2014-10-24,197824,11958715.25512250,7635451.57489981,4221044.90693338,1695687.47165178
2014-10-25,196250,11943464.07597860,7611890.96452258,4191294.93095253,1644380.91242747
2014-10-26,197417,11954284.13567760,7624442.65769404,4200946.48633268,1644380.91242747
2014-10-27,197210,11951245.83921460,7618455.15497599,4197581.57981661,1644380.91542747
2014-10-28,198093,11957821.51405880,7627101.60188236,4188304.69038379,1644380.91652747
2014-10-29,194969,11925470.74781580,7574037.04005291,4137483.75991185,1644380.91652747
2014-10-30,197144,11943467.47055840,7603431.63454833,4182575.21466364,1644380.91852747
2014-10-31,196222,11933677.30516650,7589727.3211326,4176736.84415502,1641980.91558984
2014-11-01,189155,11887792.8830016,7422767.22143938,4060114.80274312,1611980.90688584
2014-11-02,189236,11890951.06653900,7423780.52247715,4062076.75813371,1611980.90694786
2014-11-03,189555,11893843.61081680,7424563.41946452,4063274.69488807,1611980.90694786
2014-11-04,190661,11901295.07863290,7441157.12226961,4072178.36124155,1676177.81159419
2014-11-05,197349,11945292.07556160,7597979.59360963,4194717.98730485,1679344.04037143
2014-11-06,199105,11967164.72892970,7628080.73997232,4192436.57974107,1716279.18272969
2014-11-07,197944,11958114.32893490,7613116.65056732,4172265.72997347,1725228.06445559
2014-11-08,198648,11969389.31533840,7627583.51511721,4175283.25284333,1725718.03883499
2014-11-09,201345,11998479.86354480,7661868.37051027,4201105.48289041,1784200.65107772
2014-11-10,201870,12000829.02485200,7667496.70200786,4199262.1501568,1788347.00478082
2014-11-11,202132,12007599.83913410,7675345.18429344,4208111.49535854,1784589.23781002
2014-11-12,212072,12154647.00547320,7832572.05159585,4384255.172962,1864195.91707019
2014-11-13,211338,12157225.86792330,7839806.91223961,4409025.96061997,1858160.98135507
2014-11-14,206932,12058982.29904880,7733926.14218802,4289242.33978911,1840436.74484569
2014-11-15,203958,12032410.46968600,7704314.79032073,4241780.3297272,1788905.93138017
2014-11-16,205085,12058125.19742120,7739252.26247284,4293846.0270472,1869923.88172755
2014-11-17,204583,12059776.41435180,7754402.95764959,4286166.4400643,1844837.52408832
2014-11-18,202872,12041093.21910960,7724964.15244177,4256962.6192387,1823643.67765522
2014-11-19,203732,12047887.82082380,7741524.92185219,4272695.99186422,1823731.20969424
2014-11-20,200466,12018041.85447950,7698494.35604017,4201250.34876142,1824465.633147
2014-11-21,199898,12010833.95031850,7684263.05372007,4202825.5988137,1767202.58038563
2014-11-22,200222,12016693.72337740,7690622.54923999,4201451.58569192,1765288.74301952
2014-11-23,202691,12042419.19155970,7716745.46399797,4249416.23053626,1819387.12939149
2014-11-24,203819,12061700.12969040,7744141.26825337,4274749.13300169,1818262.52590788
2014-11-25,203800,12063848.57122300,7745623.57521188,4281646.97791372,1821658.75704241
2014-11-26,202643,12050831.13192990,7721409.27964717,4231465.54217099,1830440.91018322
2014-11-27,203065,12055688.78244740,7729097.11379143,4244605.15979796,1830440.91018322
2014-11-28,204481,12068700.94909170,7748823.21614132,4273106.48737507,1873215.78970071
2014-11-29,203985,12075010.90680210,7752951.05765933,4278265.62561869,1874938.44832679
2014-11-30,204691,12080418.87763190,7759620.15809461,4275420.68589735,1877107.07538166
2014-12-01,205140,12080995.45455530,7760288.71374764,4281739.46634058,1908308.73453739
2014-12-02,205422,12092911.34618090,7771672.27056559,4305338.54139892,1950404.51412399
2014-12-03,204271,12089234.70887860,7766665.59319281,4291237.86126551,1926441.46476424
2014-12-04,203326,12080572.15469610,7754431.92823693,4282426.95743546,1948300.08389894
2014-12-05,204937,12097785.8742664,7777000.22649362,4320116.67900145,1974300.08499894
2014-12-06,204219,12098213.10034160,7777260.20664526,4318593.29308336,2009300.08499894
2014-12-07,204499,12100271.88580930,7778318.09074854,4322133.79749568,2009300.08499894
2014-12-08,202385,12085800.09647210,7749612.53856507,4277196.81614746,2065389.93921058
2014-12-09,200570,12072076.82166400,7733635.93843924,4286287.77298372,2008083.3761719
2014-12-10,200308,12069702.64417110,7723420.6082389,4284563.75442721,2004083.3760719
2014-12-11,200556,12071708.31770660,7728507.40274886,4278099.77960356,2004083.3760719
2014-12-12,201430,12078773.13513440,7734729.89126748,4276610.65204989,1999083.3759719
2014-12-13,200980,12077518.63956780,7727000.42160158,4276731.46138813,1999083.3759719
2014-12-14,202003,12088934.21586210,7740009.00129158,4277793.75831934,2055389.93929621
2014-12-15,201050,12077115.94994260,7726603.71332664,4266337.13817864,1999083.3764719
2014-12-16,192911,12020160.01026860,7549016.41085897,4135425.56132406,2000083.3764719
2014-12-17,191294,12008121.04265670,7530418.38271845,4128498.99563285,1938583.31803274
2014-12-18,190072,12001322.99827120,7520342.82946969,4099178.30332491,1938583.31803274
2014-12-19,191042,12010013.1048468,7537397.67329714,4111364.35155724,1938583.31803274
2014-12-20,193682,12029204.83982470,7565680.0202433,4130969.20357926,2000083.3780479
2014-12-21,191950,12015321.92164410,7546033.38106298,4133597.96918328,1864583.31783274
2014-12-22,194162,12038222.77442760,7577470.23748435,4155084.37630049,1928083.3778479
2014-12-23,199875,12079863.12344620,7724326.84452568,4263883.91917902,1980188.3777479
2014-12-24,192389,12032295.1157231,7564238.12879685,4151867.94363785,1954688.3690439
2014-12-25,191491,12029823.33746960,7556533.05042941,4152074.78312245,1923688.31773274
2014-12-26,193688,12047395.99021830,7584126.44275134,4172991.85098321,1989188.3777479
2014-12-27,191146,12029638.12783100,7554176.1603314,4136820.78643735,1936688.31773274
2014-12-28,191472,12034463.71388060,7555902.99422488,4135128.07977442,1936688.3188173
2014-12-29,190769,12030989.41636740,7548670.63166782,4129716.46436909,1926688.3186173
2014-12-30,190206,12028313.57566180,7544223.93355753,4128190.6023908,1926682.5286173
2014-12-31,192507,12047749.64376340,7572690.4068628,4159972.81813486,1924682.5285173
2015-01-01,191427,12042604.339648,7562014.50904309,4149232.68010311,1924682.5295173
2015-01-02,191722,12047475.78703390,7565702.98219611,4145445.07780955,1924682.5295173
2015-01-03,185843,11988519.58969800,7471029.42431896,4051808.60166155,1854668.5292073
2015-01-04,181408,11954691.76443580,7420910.04109638,4025844.41221593,1820323.57555482
2015-01-05,183653,11977393.95464640,7457077.47646073,4069145.65461833,1825636.57644359
2015-01-06,186401,12011163.28617790,7496005.83905224,4107304.63468086,1860646.52999607
2015-01-07,188368,12029025.8449522,7524252.51659121,4093594.73185473,1860646.52999607
2015-01-08,185472,12004099.53850240,7474959.76579983,4047681.07587031,1786422.52945062
2015-01-09,187876,12022067.73870330,7502221.10030806,4023019.27405613,1811432.4830031
2015-01-10,184602,11986648.37835670,7443164.83913106,4008508.74764775,1776422.52945062
2015-01-11,183299,11974416.72492700,7418088.98585826,4004763.37053816,1776422.52945062
2015-01-12,183300,11975948.14432540,7427649.35678422,4011806.97077796,1776422.52945062
2015-01-13,170846,11850146.38529990,7216287.53718781,3817331.55223798,1652081.08205325
2015-01-14,147599,9735004.84563372,6798650.9734609,3380150.57100542,1301168.39090607
2015-01-15,167668,11820434.25586700,7187023.02170251,3838378.49774086,1504139.6818349
2015-01-16,166850,11807624.42979850,7162844.07403347,3798198.10531,1456049.80504593
2015-01-17,154991,9831487.28376262,6917014.70125676,3520003.07632337,1406049.40204593
2015-01-18,167841,11826347.2884243,7171900.98611923,3833934.96716871,1504144.6818349
2015-01-19,169314,11841354.0492176,7188859.99118039,3862816.61705092,1597222.7670549
2015-01-20,168418,11826850.20306340,7176626.59389415,3844095.98031553,1504145.68303502
2015-01-21,172112,11882465.15119220,7269659.60697191,3891931.33962307,1748705.0919028
2015-01-22,173528,11893326.86362980,7278025.61922519,3924669.15613327,1748704.0919028
2015-01-23,173543,11899285.55010120,7278616.04961422,3914948.81650794,1786204.09243281
2015-01-24,177252,11939953.7295045,7337067.25633882,3975379.79609694,1739826.0963228
2015-01-25,181772,11980131.64894940,7415681.40703938,4042649.31918434,1819826.42177082
2015-01-26,185414,12023247.09630810,7479580.02583315,4073214.47135167,1808204.41768083
2015-01-27,183806,12008113.16943880,7456311.38648323,4053223.26932422,1782504.32847082
2015-01-28,174347,11918389.61156000,7288063.35481234,3901987.46391255,1655126.00921342
2015-01-29,173980,11917379.26986940,7273446.83365696,3888562.87297874,1651474.00891342
2015-01-30,173064,11903472.22784460,7261163.80226728,3863517.3612799,1654647.00881342
2015-01-31,170156,11870041.10843180,7219621.44788804,3812170.2382617,1565441.67176565
2015-02-01,172750,11906511.87936010,7264875.14697226,3849676.95705598,1608347.00878338
2015-02-02,175721,11942066.91364550,7313506.72298694,3891701.8050117,1608347.00878338
2015-02-03,173150,11913433.42301450,7268781.35868328,3845863.06148044,1608347.00878338
2015-02-04,172867,11916306.29546190,7260636.3821306,3842213.25303376,1608347.00878338
2015-02-05,170772,11882605.49087340,7211968.1407419,3801167.34403634,1519141.67173561
2015-02-06,172535,11909177.40753050,7242147.39603366,3811330.69098253,1519141.67173561
2015-02-07,173637,11930136.99855020,7260266.65699393,3840990.79595369,1608347.00878338
2015-02-08,172712,11919928.83750380,7249107.98857655,3833662.74122324,1564005.88663399
2015-02-09,171677,11906660.38147220,7230872.92628196,3815702.43561482,1519141.67173561
2015-02-10,171958,11908601.21228800,7229012.53647877,3813608.61931308,1519141.67173561
2015-02-11,171986,11905102.76865790,7224604.32193354,3815263.82134493,1519141.67173561
2015-02-12,173256,11918968.35645960,7244073.98489228,3824966.27635707,1519141.67173561
2015-02-13,176184,11959909.0177197,7290187.89496353,3876700.25331249,1608347.00878338
2015-02-14,184226,12042360.43111170,7443712.50991806,3999645.3508291,1732647.3341615
